code,single,multi_1,multi_2
'0TRDX7Z','109','10','10.8'
'0TRDXJZ','109','10','10.8'
'0TRDXKZ','109','10','10.8'
'0TSD0ZZ','109','10','10.8'
'0TSD4ZZ','109','10','10.8'
'0TTD0ZZ','109','10','10.8'
'0TTD4ZZ','109','10','10.8'
'0TTD7ZZ','109','10','10.8'
'0TTD8ZZ','109','10','10.8'
'0TUD07Z','109','10','10.8'
'0TUD0JZ','109','10','10.8'
'0TUD0KZ','109','10','10.8'
'0TUD47Z','109','10','10.8'
'0TUD4JZ','109','10','10.8'
'0TUD4KZ','109','10','10.8'
'0TUD77Z','109','10','10.8'
'0TUD7JZ','109','10','10.8'
'0TUD7KZ','109','10','10.8'
'0TUD87Z','109','10','10.8'
'0TUD8JZ','109','10','10.8'
'0TUD8KZ','109','10','10.8'
'0TUDX7Z','109','10','10.8'
'0TUDXJZ','109','10','10.8'
'0TUDXKZ','109','10','10.8'
'0TVD0CZ','109','10','10.8'
'0TVD0DZ','109','10','10.8'
'0TVD0ZZ','109','10','10.8'
'0TVD3CZ','109','10','10.8'
'0TVD3DZ','109','10','10.8'
'0TVD3ZZ','109','10','10.8'
'0TVD4CZ','109','10','10.8'
'0TVD4DZ','109','10','10.8'
'0TVD4ZZ','109','10','10.8'
'0TVD7DZ','109','10','10.8'
'0TVD7ZZ','109','10','10.8'
'0TVD8DZ','109','10','10.8'
'0TVD8ZZ','109','10','10.8'
'0TVDXZZ','109','10','10.8'
'0TWD00Z','109','10','10.8'
'0TWD02Z','109','10','10.8'
'0TWD03Z','109','10','10.8'
'0TWD07Z','109','10','10.8'
'0TWD0CZ','109','10','10.8'
'0TWD0DZ','109','10','10.8'
'0TWD0JZ','109','10','10.8'
'0TWD0KZ','109','10','10.8'
'0TWD0LZ','109','10','10.8'
'0TWD30Z','109','10','10.8'
'0TWD32Z','109','10','10.8'
'0TWD33Z','109','10','10.8'
'0TWD37Z','109','10','10.8'
'0TWD3CZ','109','10','10.8'
'0TWD3DZ','109','10','10.8'
'0TWD3JZ','109','10','10.8'
'0TWD3KZ','109','10','10.8'
'0TWD3LZ','109','10','10.8'
'0TWD40Z','109','10','10.8'
'0TWD42Z','109','10','10.8'
'0TWD43Z','109','10','10.8'
'0TWD47Z','109','10','10.8'
'0TWD4CZ','109','10','10.8'
'0TWD4DZ','109','10','10.8'
'0TWD4JZ','109','10','10.8'
'0TWD4KZ','109','10','10.8'
'0TWD4LZ','109','10','10.8'
'0TWD70Z','109','10','10.8'
'0TWD72Z','109','10','10.8'
'0TWD73Z','109','10','10.8'
'0TWD77Z','109','10','10.8'
'0TWD7CZ','109','10','10.8'
'0TWD7DZ','109','10','10.8'
'0TWD7JZ','109','10','10.8'
'0TWD7KZ','109','10','10.8'
'0TWD7LZ','109','10','10.8'
'0TWD80Z','109','10','10.8'
'0TWD82Z','109','10','10.8'
'0TWD83Z','109','10','10.8'
'0TWD87Z','109','10','10.8'
'0TWD8CZ','109','10','10.8'
'0TWD8DZ','109','10','10.8'
'0TWD8JZ','109','10','10.8'
'0TWD8KZ','109','10','10.8'
'0TWD8LZ','109','10','10.8'
'0G900ZX','11','2','2.2'
'0G903ZX','11','2','2.2'
'0G904ZX','11','2','2.2'
'0G910ZX','11','2','2.2'
'0G913ZX','11','2','2.2'
'0G914ZX','11','2','2.2'
'0G920ZX','11','2','2.2'
'0G923ZX','11','2','2.2'
'0G924ZX','11','2','2.2'
'0G930ZX','11','2','2.2'
'0G933ZX','11','2','2.2'
'0G934ZX','11','2','2.2'
'0G940ZX','11','2','2.2'
'0G943ZX','11','2','2.2'
'0G944ZX','11','2','2.2'
'0G960ZX','11','2','2.2'
'0G963ZX','11','2','2.2'
'0G964ZX','11','2','2.2'
'0G970ZX','11','2','2.2'
'0G973ZX','11','2','2.2'
'0G974ZX','11','2','2.2'
'0G980ZX','11','2','2.2'
'0G983ZX','11','2','2.2'
'0G984ZX','11','2','2.2'
'0G990ZX','11','2','2.2'
'0G993ZX','11','2','2.2'
'0G994ZX','11','2','2.2'
'0G9B0ZX','11','2','2.2'
'0G9B3ZX','11','2','2.2'
'0G9B4ZX','11','2','2.2'
'0G9C0ZX','11','2','2.2'
'0G9C3ZX','11','2','2.2'
'0G9C4ZX','11','2','2.2'
'0G9D0ZX','11','2','2.2'
'0G9D3ZX','11','2','2.2'
'0G9D4ZX','11','2','2.2'
'0G9F0ZX','11','2','2.2'
'0G9F3ZX','11','2','2.2'
'0G9F4ZX','11','2','2.2'
'0G9G0ZX','11','2','2.2'
'0G9G3ZX','11','2','2.2'
'0G9G4ZX','11','2','2.2'
'0G9H0ZX','11','2','2.2'
'0G9H3ZX','11','2','2.2'
'0G9H4ZX','11','2','2.2'
'0G9K0ZX','11','2','2.2'
'0G9K3ZX','11','2','2.2'
'0G9K4ZX','11','2','2.2'
'0G9L0ZX','11','2','2.2'
'0G9L3ZX','11','2','2.2'
'0G9L4ZX','11','2','2.2'
'0G9M0ZX','11','2','2.2'
'0G9M3ZX','11','2','2.2'
'0G9M4ZX','11','2','2.2'
'0G9N0ZX','11','2','2.2'
'0G9N3ZX','11','2','2.2'
'0G9N4ZX','11','2','2.2'
'0G9P0ZX','11','2','2.2'
'0G9P3ZX','11','2','2.2'
'0G9P4ZX','11','2','2.2'
'0G9Q0ZX','11','2','2.2'
'0G9Q3ZX','11','2','2.2'
'0G9Q4ZX','11','2','2.2'
'0G9R0ZX','11','2','2.2'
'0G9R3ZX','11','2','2.2'
'0G9R4ZX','11','2','2.2'
'0GB00ZX','11','2','2.2'
'0GB03ZX','11','2','2.2'
'0GB04ZX','11','2','2.2'
'0GB10ZX','11','2','2.2'
'0GB13ZX','11','2','2.2'
'0GB14ZX','11','2','2.2'
'0GB20ZX','11','2','2.2'
'0GB23ZX','11','2','2.2'
'0GB24ZX','11','2','2.2'
'0GB30ZX','11','2','2.2'
'0GB33ZX','11','2','2.2'
'0GB34ZX','11','2','2.2'
'0GB40ZX','11','2','2.2'
'0GB43ZX','11','2','2.2'
'0GB44ZX','11','2','2.2'
'0GB60ZX','11','2','2.2'
'0GB63ZX','11','2','2.2'
'0GB64ZX','11','2','2.2'
'0GB70ZX','11','2','2.2'
'0GB73ZX','11','2','2.2'
'0GB74ZX','11','2','2.2'
'0GB80ZX','11','2','2.2'
'0GB83ZX','11','2','2.2'
'0GB84ZX','11','2','2.2'
'0GB90ZX','11','2','2.2'
'0GB93ZX','11','2','2.2'
'0GB94ZX','11','2','2.2'
'0GBB0ZX','11','2','2.2'
'0GBB3ZX','11','2','2.2'
'0GBB4ZX','11','2','2.2'
'0GBC0ZX','11','2','2.2'
'0GBC3ZX','11','2','2.2'
'0GBC4ZX','11','2','2.2'
'0GBD0ZX','11','2','2.2'
'0GBD3ZX','11','2','2.2'
'0GBD4ZX','11','2','2.2'
'0GBF0ZX','11','2','2.2'
'0GBF3ZX','11','2','2.2'
'0GBF4ZX','11','2','2.2'
'0GBG0ZX','11','2','2.2'
'0GBG3ZX','11','2','2.2'
'0GBG4ZX','11','2','2.2'
'0GBH0ZX','11','2','2.2'
'0GBH3ZX','11','2','2.2'
'0GBH4ZX','11','2','2.2'
'0GBJ0ZX','11','2','2.2'
'0GBJ3ZX','11','2','2.2'
'0GBJ4ZX','11','2','2.2'
'0GBL0ZX','11','2','2.2'
'0GBL3ZX','11','2','2.2'
'0GBL4ZX','11','2','2.2'
'0GBM0ZX','11','2','2.2'
'0GBM3ZX','11','2','2.2'
'0GBM4ZX','11','2','2.2'
'0GBN0ZX','11','2','2.2'
'0GBN3ZX','11','2','2.2'
'0GBN4ZX','11','2','2.2'
'0GBP0ZX','11','2','2.2'
'0GBP3ZX','11','2','2.2'
'0GBP4ZX','11','2','2.2'
'0GBQ0ZX','11','2','2.2'
'0GBQ3ZX','11','2','2.2'
'0GBQ4ZX','11','2','2.2'
'0GBR0ZX','11','2','2.2'
'0GBR3ZX','11','2','2.2'
'0GBR4ZX','11','2','2.2'
'0GHS02Z','11','2','2.2'
'0GHS32Z','11','2','2.2'
'0GHS42Z','11','2','2.2'
'0GJ00ZZ','11','2','2.2'
'0GJ03ZZ','11','2','2.2'
'0GJ04ZZ','11','2','2.2'
'0GJ10ZZ','11','2','2.2'
'0GJ13ZZ','11','2','2.2'
'0GJ14ZZ','11','2','2.2'
'0GJ50ZZ','11','2','2.2'
'0GJ53ZZ','11','2','2.2'
'0GJ54ZZ','11','2','2.2'
'0GJK0ZZ','11','2','2.2'
'0GJK3ZZ','11','2','2.2'
'0GJK4ZZ','11','2','2.2'
'0GJR0ZZ','11','2','2.2'
'0GJR3ZZ','11','2','2.2'
'0GJR4ZZ','11','2','2.2'
'0GJS0ZZ','11','2','2.2'
'0GJS3ZZ','11','2','2.2'
'0GJS4ZZ','11','2','2.2'
'0T900ZX','110','10','10.9'
'0T903ZX','110','10','10.9'
'0T904ZX','110','10','10.9'
'0T907ZX','110','10','10.9'
'0T910ZX','110','10','10.9'
'0T913ZX','110','10','10.9'
'0T917ZX','110','10','10.9'
'0T930ZX','110','10','10.9'
'0T933ZX','110','10','10.9'
'0T934ZX','110','10','10.9'
'0T937ZX','110','10','10.9'
'0T938ZX','110','10','10.9'
'0T940ZX','110','10','10.9'
'0T943ZX','110','10','10.9'
'0T944ZX','110','10','10.9'
'0T947ZX','110','10','10.9'
'0T948ZX','110','10','10.9'
'0T960ZX','110','10','10.9'
'0T963ZX','110','10','10.9'
'0T967ZX','110','10','10.9'
'0T970ZX','110','10','10.9'
'0T973ZX','110','10','10.9'
'0T977ZX','110','10','10.9'
'0T980ZX','110','10','10.9'
'0T983ZX','110','10','10.9'
'0T987ZX','110','10','10.9'
'0T9B0ZX','110','10','10.9'
'0T9B3ZX','110','10','10.9'
'0T9B7ZX','110','10','10.9'
'0T9C0ZX','110','10','10.9'
'0T9C3ZX','110','10','10.9'
'0T9C7ZX','110','10','10.9'
'0T9D0ZX','110','10','10.9'
'0T9D3ZX','110','10','10.9'
'0T9D7ZX','110','10','10.9'
'0T9DXZX','110','10','10.9'
'0TB00ZX','110','10','10.9'
'0TB03ZX','110','10','10.9'
'0TB07ZX','110','10','10.9'
'0TB10ZX','110','10','10.9'
'0TB13ZX','110','10','10.9'
'0TB17ZX','110','10','10.9'
'0TB30ZX','110','10','10.9'
'0TB33ZX','110','10','10.9'
'0TB37ZX','110','10','10.9'
'0TB40ZX','110','10','10.9'
'0TB43ZX','110','10','10.9'
'0TB47ZX','110','10','10.9'
'0TB60ZX','110','10','10.9'
'0TB63ZX','110','10','10.9'
'0TB67ZX','110','10','10.9'
'0TB70ZX','110','10','10.9'
'0TB73ZX','110','10','10.9'
'0TB77ZX','110','10','10.9'
'0TBB0ZX','110','10','10.9'
'0TBB3ZX','110','10','10.9'
'0TBB7ZX','110','10','10.9'
'0TBC0ZX','110','10','10.9'
'0TBC3ZX','110','10','10.9'
'0TBC7ZX','110','10','10.9'
'0TBD0ZX','110','10','10.9'
'0TBD3ZX','110','10','10.9'
'0TBDXZX','110','10','10.9'
'0TH502Z','110','10','10.9'
'0TH532Z','110','10','10.9'
'0TH542Z','110','10','10.9'
'0TH572Z','110','10','10.9'
'0TH582Z','110','10','10.9'
'0TH902Z','110','10','10.9'
'0TH932Z','110','10','10.9'
'0TH942Z','110','10','10.9'
'0TH972Z','110','10','10.9'
'0TH982Z','110','10','10.9'
'0THB02Z','110','10','10.9'
'0THB32Z','110','10','10.9'
'0THB42Z','110','10','10.9'
'0THB72Z','110','10','10.9'
'0THB82Z','110','10','10.9'
'0THD02Z','110','10','10.9'
'0THD32Z','110','10','10.9'
'0THD42Z','110','10','10.9'
'0THD72Z','110','10','10.9'
'0THD82Z','110','10','10.9'
'0THDX2Z','110','10','10.9'
'0TJ50ZZ','110','10','10.9'
'0TJ53ZZ','110','10','10.9'
'0TJ5XZZ','110','10','10.9'
'0TJ90ZZ','110','10','10.9'
'0TJ93ZZ','110','10','10.9'
'0TJ9XZZ','110','10','10.9'
'0TJB0ZZ','110','10','10.9'
'0TJB3ZZ','110','10','10.9'
'0TJBXZZ','110','10','10.9'
'0TJD0ZZ','110','10','10.9'
'0TJD3ZZ','110','10','10.9'
'0WJR0ZZ','110','10','10.9'
'0WJR3ZZ','110','10','10.9'
'0WJR4ZZ','110','10','10.9'
'0WJR7ZZ','110','10','10.9'
'0WJR8ZZ','110','10','10.9'
'3E0K3KZ','110','10','10.9'
'3E0K7KZ','110','10','10.9'
'3E0K8KZ','110','10','10.9'
'3E1K38X','110','10','10.9'
'3E1K78X','110','10','10.9'
'3E1K88X','110','10','10.9'
'0T25X0Z','111','10','10.10'
'0T25XYZ','111','10','10.10'
'0T29X0Z','111','10','10.10'
'0T29XYZ','111','10','10.10'
'0T2BX0Z','111','10','10.10'
'0T2BXYZ','111','10','10.10'
'0T2DX0Z','111','10','10.10'
'0T2DXYZ','111','10','10.10'
'0T767ZZ','111','10','10.10'
'0T777ZZ','111','10','10.10'
'0T7B7DZ','111','10','10.10'
'0T7B7ZZ','111','10','10.10'
'0T7C0DZ','111','10','10.10'
'0T7C0ZZ','111','10','10.10'
'0T7C3DZ','111','10','10.10'
'0T7C3ZZ','111','10','10.10'
'0T7C4DZ','111','10','10.10'
'0T7C4ZZ','111','10','10.10'
'0T7C7DZ','111','10','10.10'
'0T7C7ZZ','111','10','10.10'
'0T7C8DZ','111','10','10.10'
'0T7C8ZZ','111','10','10.10'
'0T9030Z','111','10','10.10'
'0T903ZZ','111','10','10.10'
'0T904ZZ','111','10','10.10'
'0T9130Z','111','10','10.10'
'0T913ZZ','111','10','10.10'
'0T914ZZ','111','10','10.10'
'0T9330Z','111','10','10.10'
'0T933ZZ','111','10','10.10'
'0T934ZZ','111','10','10.10'
'0T9430Z','111','10','10.10'
'0T943ZZ','111','10','10.10'
'0T944ZZ','111','10','10.10'
'0T963ZZ','111','10','10.10'
'0T973ZZ','111','10','10.10'
'0T983ZZ','111','10','10.10'
'0T9B30Z','111','10','10.10'
'0T9B3ZZ','111','10','10.10'
'0T9B40Z','111','10','10.10'
'0T9B4ZZ','111','10','10.10'
'0T9B7ZZ','111','10','10.10'
'0T9B8ZZ','111','10','10.10'
'0T9C30Z','111','10','10.10'
'0T9C3ZZ','111','10','10.10'
'0T9C40Z','111','10','10.10'
'0T9C4ZZ','111','10','10.10'
'0T9C7ZZ','111','10','10.10'
'0T9C8ZZ','111','10','10.10'
'0TH503Z','111','10','10.10'
'0TH533Z','111','10','10.10'
'0TH53YZ','111','10','10.10'
'0TH543Z','111','10','10.10'
'0TH54YZ','111','10','10.10'
'0TH573Z','111','10','10.10'
'0TH57YZ','111','10','10.10'
'0TH583Z','111','10','10.10'
'0TH903Z','111','10','10.10'
'0TH933Z','111','10','10.10'
'0TH93YZ','111','10','10.10'
'0TH943Z','111','10','10.10'
'0TH94YZ','111','10','10.10'
'0TH973Z','111','10','10.10'
'0TH97YZ','111','10','10.10'
'0TH983Z','111','10','10.10'
'0THB03Z','111','10','10.10'
'0THB33Z','111','10','10.10'
'0THB3YZ','111','10','10.10'
'0THB43Z','111','10','10.10'
'0THB4YZ','111','10','10.10'
'0THB73Z','111','10','10.10'
'0THB7YZ','111','10','10.10'
'0THB83Z','111','10','10.10'
'0THD3YZ','111','10','10.10'
'0THD4YZ','111','10','10.10'
'0THD7YZ','111','10','10.10'
'0THD8YZ','111','10','10.10'
'0TP53YZ','111','10','10.10'
'0TP54YZ','111','10','10.10'
'0TP570Z','111','10','10.10'
'0TP572Z','111','10','10.10'
'0TP573Z','111','10','10.10'
'0TP57DZ','111','10','10.10'
'0TP57YZ','111','10','10.10'
'0TP580Z','111','10','10.10'
'0TP582Z','111','10','10.10'
'0TP583Z','111','10','10.10'
'0TP58DZ','111','10','10.10'
'0TP5X0Z','111','10','10.10'
'0TP5X2Z','111','10','10.10'
'0TP5X3Z','111','10','10.10'
'0TP5XDZ','111','10','10.10'
'0TP93YZ','111','10','10.10'
'0TP94YZ','111','10','10.10'
'0TP970Z','111','10','10.10'
'0TP972Z','111','10','10.10'
'0TP973Z','111','10','10.10'
'0TP97DZ','111','10','10.10'
'0TP97YZ','111','10','10.10'
'0TP980Z','111','10','10.10'
'0TP982Z','111','10','10.10'
'0TP983Z','111','10','10.10'
'0TP98DZ','111','10','10.10'
'0TP9X0Z','111','10','10.10'
'0TP9X2Z','111','10','10.10'
'0TP9X3Z','111','10','10.10'
'0TP9XDZ','111','10','10.10'
'0TPB3YZ','111','10','10.10'
'0TPB4YZ','111','10','10.10'
'0TPB70Z','111','10','10.10'
'0TPB72Z','111','10','10.10'
'0TPB73Z','111','10','10.10'
'0TPB7DZ','111','10','10.10'
'0TPB7YZ','111','10','10.10'
'0TPB80Z','111','10','10.10'
'0TPB82Z','111','10','10.10'
'0TPB83Z','111','10','10.10'
'0TPB8DZ','111','10','10.10'
'0TPBX0Z','111','10','10.10'
'0TPBX2Z','111','10','10.10'
'0TPBX3Z','111','10','10.10'
'0TPBXDZ','111','10','10.10'
'0TPBXLZ','111','10','10.10'
'0TPD3YZ','111','10','10.10'
'0TPD4YZ','111','10','10.10'
'0TPD7YZ','111','10','10.10'
'0TPD8YZ','111','10','10.10'
'0TW53YZ','111','10','10.10'
'0TW54YZ','111','10','10.10'
'0TW57YZ','111','10','10.10'
'0TW5X0Z','111','10','10.10'
'0TW5X2Z','111','10','10.10'
'0TW5X3Z','111','10','10.10'
'0TW5X7Z','111','10','10.10'
'0TW5XCZ','111','10','10.10'
'0TW5XDZ','111','10','10.10'
'0TW5XJZ','111','10','10.10'
'0TW5XKZ','111','10','10.10'
'0TW93YZ','111','10','10.10'
'0TW94YZ','111','10','10.10'
'0TW97YZ','111','10','10.10'
'0TW9X0Z','111','10','10.10'
'0TW9X2Z','111','10','10.10'
'0TW9X3Z','111','10','10.10'
'0TW9X7Z','111','10','10.10'
'0TW9XCZ','111','10','10.10'
'0TW9XDZ','111','10','10.10'
'0TW9XJZ','111','10','10.10'
'0TW9XKZ','111','10','10.10'
'0TW9XMZ','111','10','10.10'
'0TWB3YZ','111','10','10.10'
'0TWB4YZ','111','10','10.10'
'0TWB7YZ','111','10','10.10'
'0TWBX0Z','111','10','10.10'
'0TWBX2Z','111','10','10.10'
'0TWBX3Z','111','10','10.10'
'0TWBX7Z','111','10','10.10'
'0TWBXCZ','111','10','10.10'
'0TWBXDZ','111','10','10.10'
'0TWBXJZ','111','10','10.10'
'0TWBXKZ','111','10','10.10'
'0TWBXLZ','111','10','10.10'
'0TWBXMZ','111','10','10.10'
'0TWD3YZ','111','10','10.10'
'0TWD4YZ','111','10','10.10'
'0TWD7YZ','111','10','10.10'
'0TWD8YZ','111','10','10.10'
'0TWDX0Z','111','10','10.10'
'0TWDX2Z','111','10','10.10'
'0TWDX3Z','111','10','10.10'
'0TWDX7Z','111','10','10.10'
'0TWDXCZ','111','10','10.10'
'0TWDXDZ','111','10','10.10'
'0TWDXJZ','111','10','10.10'
'0TWDXKZ','111','10','10.10'
'0TWDXLZ','111','10','10.10'
'0WCR7ZZ','111','10','10.10'
'0WCR8ZZ','111','10','10.10'
'0WFR0ZZ','111','10','10.10'
'0WFR3ZZ','111','10','10.10'
'0WFR4ZZ','111','10','10.10'
'0WFR7ZZ','111','10','10.10'
'0WFR8ZZ','111','10','10.10'
'0WHR03Z','111','10','10.10'
'0WHR0YZ','111','10','10.10'
'0WHR33Z','111','10','10.10'
'0WHR3YZ','111','10','10.10'
'0WHR43Z','111','10','10.10'
'0WHR4YZ','111','10','10.10'
'0WHR73Z','111','10','10.10'
'0WHR7YZ','111','10','10.10'
'0WHR83Z','111','10','10.10'
'0WHR8YZ','111','10','10.10'
'0WPR01Z','111','10','10.10'
'0WPR03Z','111','10','10.10'
'0WPR0YZ','111','10','10.10'
'0WPR31Z','111','10','10.10'
'0WPR33Z','111','10','10.10'
'0WPR3YZ','111','10','10.10'
'0WPR41Z','111','10','10.10'
'0WPR43Z','111','10','10.10'
'0WPR4YZ','111','10','10.10'
'0WPR71Z','111','10','10.10'
'0WPR73Z','111','10','10.10'
'0WPR7YZ','111','10','10.10'
'0WPR81Z','111','10','10.10'
'0WPR83Z','111','10','10.10'
'0WPR8YZ','111','10','10.10'
'0WPRX1Z','111','10','10.10'
'0WPRX3Z','111','10','10.10'
'0WPRXYZ','111','10','10.10'
'0WWR03Z','111','10','10.10'
'0WWR0YZ','111','10','10.10'
'0WWR33Z','111','10','10.10'
'0WWR3YZ','111','10','10.10'
'0WWR43Z','111','10','10.10'
'0WWR4YZ','111','10','10.10'
'0WWR73Z','111','10','10.10'
'0WWR7YZ','111','10','10.10'
'0WWR83Z','111','10','10.10'
'0WWR8YZ','111','10','10.10'
'0WWRX3Z','111','10','10.10'
'0WWRXYZ','111','10','10.10'
'2Y05X5Z','111','10','10.10'
'2Y45X5Z','111','10','10.10'
'2Y55X5Z','111','10','10.10'
'3E0K328','111','10','10.10'
'3E0K329','111','10','10.10'
'3E0K33Z','111','10','10.10'
'3E0K36Z','111','10','10.10'
'3E0K37Z','111','10','10.10'
'3E0K3BZ','111','10','10.10'
'3E0K3GC','111','10','10.10'
'3E0K3NZ','111','10','10.10'
'3E0K3SF','111','10','10.10'
'3E0K3TZ','111','10','10.10'
'3E0K4GC','111','10','10.10'
'3E0K728','111','10','10.10'
'3E0K729','111','10','10.10'
'3E0K73Z','111','10','10.10'
'3E0K76Z','111','10','10.10'
'3E0K77Z','111','10','10.10'
'3E0K7BZ','111','10','10.10'
'3E0K7GC','111','10','10.10'
'3E0K7NZ','111','10','10.10'
'3E0K7SF','111','10','10.10'
'3E0K7TZ','111','10','10.10'
'3E0K828','111','10','10.10'
'3E0K829','111','10','10.10'
'3E0K83Z','111','10','10.10'
'3E0K86Z','111','10','10.10'
'3E0K87Z','111','10','10.10'
'3E0K8BZ','111','10','10.10'
'3E0K8GC','111','10','10.10'
'3E0K8NZ','111','10','10.10'
'3E0K8SF','111','10','10.10'
'3E0K8TZ','111','10','10.10'
'3E1K38Z','111','10','10.10'
'3E1K78Z','111','10','10.10'
'3E1K88Z','111','10','10.10'
'0T13073','112','10','10.11'
'0T13074','112','10','10.11'
'0T13076','112','10','10.11'
'0T13077','112','10','10.11'
'0T13078','112','10','10.11'
'0T13079','112','10','10.11'
'0T1307A','112','10','10.11'
'0T1307B','112','10','10.11'
'0T1307C','112','10','10.11'
'0T1307D','112','10','10.11'
'0T130J3','112','10','10.11'
'0T130J4','112','10','10.11'
'0T130J6','112','10','10.11'
'0T130J7','112','10','10.11'
'0T130J8','112','10','10.11'
'0T130J9','112','10','10.11'
'0T130JA','112','10','10.11'
'0T130JB','112','10','10.11'
'0T130JC','112','10','10.11'
'0T130JD','112','10','10.11'
'0T130K3','112','10','10.11'
'0T130K4','112','10','10.11'
'0T130K6','112','10','10.11'
'0T130K7','112','10','10.11'
'0T130K8','112','10','10.11'
'0T130K9','112','10','10.11'
'0T130KA','112','10','10.11'
'0T130KB','112','10','10.11'
'0T130KC','112','10','10.11'
'0T130KD','112','10','10.11'
'0T130Z3','112','10','10.11'
'0T130Z4','112','10','10.11'
'0T130Z6','112','10','10.11'
'0T130Z7','112','10','10.11'
'0T130Z8','112','10','10.11'
'0T130Z9','112','10','10.11'
'0T130ZA','112','10','10.11'
'0T130ZB','112','10','10.11'
'0T130ZC','112','10','10.11'
'0T130ZD','112','10','10.11'
'0T133JD','112','10','10.11'
'0T13473','112','10','10.11'
'0T13474','112','10','10.11'
'0T13476','112','10','10.11'
'0T13477','112','10','10.11'
'0T13478','112','10','10.11'
'0T13479','112','10','10.11'
'0T1347A','112','10','10.11'
'0T1347B','112','10','10.11'
'0T1347C','112','10','10.11'
'0T1347D','112','10','10.11'
'0T134J3','112','10','10.11'
'0T134J4','112','10','10.11'
'0T134J6','112','10','10.11'
'0T134J7','112','10','10.11'
'0T134J8','112','10','10.11'
'0T134J9','112','10','10.11'
'0T134JA','112','10','10.11'
'0T134JB','112','10','10.11'
'0T134JC','112','10','10.11'
'0T134JD','112','10','10.11'
'0T134K3','112','10','10.11'
'0T134K4','112','10','10.11'
'0T134K6','112','10','10.11'
'0T134K7','112','10','10.11'
'0T134K8','112','10','10.11'
'0T134K9','112','10','10.11'
'0T134KA','112','10','10.11'
'0T134KB','112','10','10.11'
'0T134KC','112','10','10.11'
'0T134KD','112','10','10.11'
'0T134Z3','112','10','10.11'
'0T134Z4','112','10','10.11'
'0T134Z6','112','10','10.11'
'0T134Z7','112','10','10.11'
'0T134Z8','112','10','10.11'
'0T134Z9','112','10','10.11'
'0T134ZA','112','10','10.11'
'0T134ZB','112','10','10.11'
'0T134ZC','112','10','10.11'
'0T134ZD','112','10','10.11'
'0T14073','112','10','10.11'
'0T14074','112','10','10.11'
'0T14076','112','10','10.11'
'0T14077','112','10','10.11'
'0T14078','112','10','10.11'
'0T14079','112','10','10.11'
'0T1407A','112','10','10.11'
'0T1407B','112','10','10.11'
'0T1407C','112','10','10.11'
'0T1407D','112','10','10.11'
'0T140J3','112','10','10.11'
'0T140J4','112','10','10.11'
'0T140J6','112','10','10.11'
'0T140J7','112','10','10.11'
'0T140J8','112','10','10.11'
'0T140J9','112','10','10.11'
'0T140JA','112','10','10.11'
'0T140JB','112','10','10.11'
'0T140JC','112','10','10.11'
'0T140JD','112','10','10.11'
'0T140K3','112','10','10.11'
'0T140K4','112','10','10.11'
'0T140K6','112','10','10.11'
'0T140K7','112','10','10.11'
'0T140K8','112','10','10.11'
'0T140K9','112','10','10.11'
'0T140KA','112','10','10.11'
'0T140KB','112','10','10.11'
'0T140KC','112','10','10.11'
'0T140KD','112','10','10.11'
'0T140Z3','112','10','10.11'
'0T140Z4','112','10','10.11'
'0T140Z6','112','10','10.11'
'0T140Z7','112','10','10.11'
'0T140Z8','112','10','10.11'
'0T140Z9','112','10','10.11'
'0T140ZA','112','10','10.11'
'0T140ZB','112','10','10.11'
'0T140ZC','112','10','10.11'
'0T140ZD','112','10','10.11'
'0T143JD','112','10','10.11'
'0T14473','112','10','10.11'
'0T14474','112','10','10.11'
'0T14476','112','10','10.11'
'0T14477','112','10','10.11'
'0T14478','112','10','10.11'
'0T14479','112','10','10.11'
'0T1447A','112','10','10.11'
'0T1447B','112','10','10.11'
'0T1447C','112','10','10.11'
'0T1447D','112','10','10.11'
'0T144J3','112','10','10.11'
'0T144J4','112','10','10.11'
'0T144J6','112','10','10.11'
'0T144J7','112','10','10.11'
'0T144J8','112','10','10.11'
'0T144J9','112','10','10.11'
'0T144JA','112','10','10.11'
'0T144JB','112','10','10.11'
'0T144JC','112','10','10.11'
'0T144JD','112','10','10.11'
'0T144K3','112','10','10.11'
'0T144K4','112','10','10.11'
'0T144K6','112','10','10.11'
'0T144K7','112','10','10.11'
'0T144K8','112','10','10.11'
'0T144K9','112','10','10.11'
'0T144KA','112','10','10.11'
'0T144KB','112','10','10.11'
'0T144KC','112','10','10.11'
'0T144KD','112','10','10.11'
'0T144Z3','112','10','10.11'
'0T144Z4','112','10','10.11'
'0T144Z6','112','10','10.11'
'0T144Z7','112','10','10.11'
'0T144Z8','112','10','10.11'
'0T144Z9','112','10','10.11'
'0T144ZA','112','10','10.11'
'0T144ZB','112','10','10.11'
'0T144ZC','112','10','10.11'
'0T144ZD','112','10','10.11'
'0T16076','112','10','10.11'
'0T16077','112','10','10.11'
'0T16078','112','10','10.11'
'0T16079','112','10','10.11'
'0T1607A','112','10','10.11'
'0T1607B','112','10','10.11'
'0T1607C','112','10','10.11'
'0T1607D','112','10','10.11'
'0T160J6','112','10','10.11'
'0T160J7','112','10','10.11'
'0T160J8','112','10','10.11'
'0T160J9','112','10','10.11'
'0T160JA','112','10','10.11'
'0T160JB','112','10','10.11'
'0T160JC','112','10','10.11'
'0T160JD','112','10','10.11'
'0T160K6','112','10','10.11'
