code,multi_1,multi_2,multi_3,multi_4
'1113 ','1','1.2','1.2.2',' '
'1118 ','1','1.2','1.2.2',' '
'1119 ','1','1.2','1.2.2',' '
'1121 ','1','1.2','1.2.2',' '
'1122 ','1','1.2','1.2.2',' '
'1123 ','1','1.2','1.2.2',' '
'1125 ','1','1.2','1.2.2',' '
'11282','1','1.2','1.2.2',' '
'11284','1','1.2','1.2.2',' '
'11285','1','1.2','1.2.2',' '
'11289','1','1.2','1.2.2',' '
'1129 ','1','1.2','1.2.2',' '
'1141 ','1','1.2','1.2.2',' '
'1143 ','1','1.2','1.2.2',' '
'1149 ','1','1.2','1.2.2',' '
'11500','1','1.2','1.2.2',' '
'11509','1','1.2','1.2.2',' '
'11510','1','1.2','1.2.2',' '
'11519','1','1.2','1.2.2',' '
'11590','1','1.2','1.2.2',' '
'11599','1','1.2','1.2.2',' '
'1160 ','1','1.2','1.2.2',' '
'1161 ','1','1.2','1.2.2',' '
'1162 ','1','1.2','1.2.2',' '
'1170 ','1','1.2','1.2.2',' '
'1171 ','1','1.2','1.2.2',' '
'1172 ','1','1.2','1.2.2',' '
'1173 ','1','1.2','1.2.2',' '
'1174 ','1','1.2','1.2.2',' '
'1175 ','1','1.2','1.2.2',' '
'1176 ','1','1.2','1.2.2',' '
'1177 ','1','1.2','1.2.2',' '
'1178 ','1','1.2','1.2.2',' '
'1179 ','1','1.2','1.2.2',' '
'118  ','1','1.2','1.2.2',' '
'042  ','1','1.3','1.3.1',' '
'0420 ','1','1.3','1.3.1',' '
'0421 ','1','1.3','1.3.1',' '
'0422 ','1','1.3','1.3.1',' '
'0429 ','1','1.3','1.3.1',' '
'0430 ','1','1.3','1.3.1',' '
'0431 ','1','1.3','1.3.1',' '
'0432 ','1','1.3','1.3.1',' '
'0433 ','1','1.3','1.3.1',' '
'0439 ','1','1.3','1.3.1',' '
'0440 ','1','1.3','1.3.1',' '
'0449 ','1','1.3','1.3.1',' '
'07953','1','1.3','1.3.1',' '
'27910','1','1.3','1.3.1',' '
'27919','1','1.3','1.3.1',' '
'79571','1','1.3','1.3.1',' '
'7958 ','1','1.3','1.3.1',' '
'V08  ','1','1.3','1.3.1',' '
'0700 ','1','1.3','1.3.2',' '
'0701 ','1','1.3','1.3.2',' '
'0702 ','1','1.3','1.3.2',' '
'07020','1','1.3','1.3.2',' '
'07021','1','1.3','1.3.2',' '
'07022','1','1.3','1.3.2',' '
'07023','1','1.3','1.3.2',' '
'0703 ','1','1.3','1.3.2',' '
'07030','1','1.3','1.3.2',' '
'07031','1','1.3','1.3.2',' '
'07032','1','1.3','1.3.2',' '
'07033','1','1.3','1.3.2',' '
'0704 ','1','1.3','1.3.2',' '
'07041','1','1.3','1.3.2',' '
'07042','1','1.3','1.3.2',' '
'07043','1','1.3','1.3.2',' '
'07044','1','1.3','1.3.2',' '
'07049','1','1.3','1.3.2',' '
'0705 ','1','1.3','1.3.2',' '
'07051','1','1.3','1.3.2',' '
'07052','1','1.3','1.3.2',' '
'07053','1','1.3','1.3.2',' '
'07054','1','1.3','1.3.2',' '
'07059','1','1.3','1.3.2',' '
'0706 ','1','1.3','1.3.2',' '
'07070','1','1.3','1.3.2',' '
'07071','1','1.3','1.3.2',' '
'0709 ','1','1.3','1.3.2',' '
'07271','1','1.3','1.3.2',' '
'57140','1','1.3','1.3.2',' '
'57141','1','1.3','1.3.2',' '
'57142','1','1.3','1.3.2',' '
'57149','1','1.3','1.3.2',' '
'5731 ','1','1.3','1.3.2',' '
'5732 ','1','1.3','1.3.2',' '
'5733 ','1','1.3','1.3.2',' '
'05310','1','1.3','1.3.3','1.3.3.1'
'05311','1','1.3','1.3.3','1.3.3.1'
'05312','1','1.3','1.3.3','1.3.3.1'
'05313','1','1.3','1.3.3','1.3.3.1'
'05314','1','1.3','1.3.3','1.3.3.1'
'05319','1','1.3','1.3.3','1.3.3.1'
'05371','1','1.3','1.3.3','1.3.3.1'
'05379','1','1.3','1.3.3','1.3.3.1'
'0538 ','1','1.3','1.3.3','1.3.3.1'
'0539 ','1','1.3','1.3.3','1.3.3.1'
'0540 ','1','1.3','1.3.3','1.3.3.2'
'05410','1','1.3','1.3.3','1.3.3.2'
'05411','1','1.3','1.3.3','1.3.3.2'
'05412','1','1.3','1.3.3','1.3.3.2'
'05413','1','1.3','1.3.3','1.3.3.2'
'05419','1','1.3','1.3.3','1.3.3.2'
'0542 ','1','1.3','1.3.3','1.3.3.2'
'0546 ','1','1.3','1.3.3','1.3.3.2'
'05471','1','1.3','1.3.3','1.3.3.2'
'05473','1','1.3','1.3.3','1.3.3.2'
'05474','1','1.3','1.3.3','1.3.3.2'
'05479','1','1.3','1.3.3','1.3.3.2'
'0548 ','1','1.3','1.3.3','1.3.3.2'
'0549 ','1','1.3','1.3.3','1.3.3.2'
'05810','1','1.3','1.3.3','1.3.3.2'
'05811','1','1.3','1.3.3','1.3.3.2'
'05812','1','1.3','1.3.3','1.3.3.2'
'05881','1','1.3','1.3.3','1.3.3.2'
'05882','1','1.3','1.3.3','1.3.3.2'
'05889','1','1.3','1.3.3','1.3.3.2'
'0500 ','1','1.3','1.3.3','1.3.3.3'
'0501 ','1','1.3','1.3.3','1.3.3.3'
'0502 ','1','1.3','1.3.3','1.3.3.3'
'0509 ','1','1.3','1.3.3','1.3.3.3'
'0510 ','1','1.3','1.3.3','1.3.3.3'
'05101','1','1.3','1.3.3','1.3.3.3'
'05102','1','1.3','1.3.3','1.3.3.3'
'0511 ','1','1.3','1.3.3','1.3.3.3'
'0512 ','1','1.3','1.3.3','1.3.3.3'
'0519 ','1','1.3','1.3.3','1.3.3.3'
'0522 ','1','1.3','1.3.3','1.3.3.3'
'0527 ','1','1.3','1.3.3','1.3.3.3'
'0528 ','1','1.3','1.3.3','1.3.3.3'
'0529 ','1','1.3','1.3.3','1.3.3.3'
'05579','1','1.3','1.3.3','1.3.3.3'
'0558 ','1','1.3','1.3.3','1.3.3.3'
'0559 ','1','1.3','1.3.3','1.3.3.3'
'05600','1','1.3','1.3.3','1.3.3.3'
'05609','1','1.3','1.3.3','1.3.3.3'
'05679','1','1.3','1.3.3','1.3.3.3'
'0568 ','1','1.3','1.3.3','1.3.3.3'
'0569 ','1','1.3','1.3.3','1.3.3.3'
'0570 ','1','1.3','1.3.3','1.3.3.3'
'0578 ','1','1.3','1.3.3','1.3.3.3'
'0579 ','1','1.3','1.3.3','1.3.3.3'
'05900','1','1.3','1.3.3','1.3.3.3'
'05901','1','1.3','1.3.3','1.3.3.3'
'05909','1','1.3','1.3.3','1.3.3.3'
'05910','1','1.3','1.3.3','1.3.3.3'
'05911','1','1.3','1.3.3','1.3.3.3'
'05912','1','1.3','1.3.3','1.3.3.3'
'05919','1','1.3','1.3.3','1.3.3.3'
'05920','1','1.3','1.3.3','1.3.3.3'
'05921','1','1.3','1.3.3','1.3.3.3'
'05922','1','1.3','1.3.3','1.3.3.3'
'0598 ','1','1.3','1.3.3','1.3.3.3'
'0599 ','1','1.3','1.3.3','1.3.3.3'
'0600 ','1','1.3','1.3.3','1.3.3.3'
'0601 ','1','1.3','1.3.3','1.3.3.3'
'0609 ','1','1.3','1.3.3','1.3.3.3'
'061  ','1','1.3','1.3.3','1.3.3.3'
'0650 ','1','1.3','1.3.3','1.3.3.3'
'0651 ','1','1.3','1.3.3','1.3.3.3'
'0652 ','1','1.3','1.3.3','1.3.3.3'
'0653 ','1','1.3','1.3.3','1.3.3.3'
'0654 ','1','1.3','1.3.3','1.3.3.3'
'0658 ','1','1.3','1.3.3','1.3.3.3'
'0659 ','1','1.3','1.3.3','1.3.3.3'
'0660 ','1','1.3','1.3.3','1.3.3.3'
'0661 ','1','1.3','1.3.3','1.3.3.3'
'0663 ','1','1.3','1.3.3','1.3.3.3'
'0664 ','1','1.3','1.3.3','1.3.3.3'
'06640','1','1.3','1.3.3','1.3.3.3'
'06642','1','1.3','1.3.3','1.3.3.3'
'06649','1','1.3','1.3.3','1.3.3.3'
'0668 ','1','1.3','1.3.3','1.3.3.3'
'0669 ','1','1.3','1.3.3','1.3.3.3'
'071  ','1','1.3','1.3.3','1.3.3.3'
'0720 ','1','1.3','1.3.3','1.3.3.3'
'0723 ','1','1.3','1.3.3','1.3.3.3'
'07272','1','1.3','1.3.3','1.3.3.3'
'07279','1','1.3','1.3.3','1.3.3.3'
'0728 ','1','1.3','1.3.3','1.3.3.3'
'0729 ','1','1.3','1.3.3','1.3.3.3'
'0737 ','1','1.3','1.3.3','1.3.3.3'
'0738 ','1','1.3','1.3.3','1.3.3.3'
'0739 ','1','1.3','1.3.3','1.3.3.3'
'0740 ','1','1.3','1.3.3','1.3.3.3'
'0741 ','1','1.3','1.3.3','1.3.3.3'
'0743 ','1','1.3','1.3.3','1.3.3.3'
'0748 ','1','1.3','1.3.3','1.3.3.3'
'075  ','1','1.3','1.3.3','1.3.3.3'
'0780 ','1','1.3','1.3.3','1.3.3.3'
'0781 ','1','1.3','1.3.3','1.3.3.3'
'07810','1','1.3','1.3.3','1.3.3.3'
'07811','1','1.3','1.3.3','1.3.3.3'
'07812','1','1.3','1.3.3','1.3.3.3'
'07819','1','1.3','1.3.3','1.3.3.3'
'0782 ','1','1.3','1.3.3','1.3.3.3'
'0783 ','1','1.3','1.3.3','1.3.3.3'
'0784 ','1','1.3','1.3.3','1.3.3.3'
'0785 ','1','1.3','1.3.3','1.3.3.3'
'0786 ','1','1.3','1.3.3','1.3.3.3'
'0787 ','1','1.3','1.3.3','1.3.3.3'
'07881','1','1.3','1.3.3','1.3.3.3'
'07882','1','1.3','1.3.3','1.3.3.3'
'07888','1','1.3','1.3.3','1.3.3.3'
'07889','1','1.3','1.3.3','1.3.3.3'
'0790 ','1','1.3','1.3.3','1.3.3.3'
'0791 ','1','1.3','1.3.3','1.3.3.3'
'0792 ','1','1.3','1.3.3','1.3.3.3'
'0793 ','1','1.3','1.3.3','1.3.3.3'
'0794 ','1','1.3','1.3.3','1.3.3.3'
'07950','1','1.3','1.3.3','1.3.3.3'
'07951','1','1.3','1.3.3','1.3.3.3'
'07952','1','1.3','1.3.3','1.3.3.3'
'07959','1','1.3','1.3.3','1.3.3.3'
'0796 ','1','1.3','1.3.3','1.3.3.3'
'0798 ','1','1.3','1.3.3','1.3.3.3'
'07981','1','1.3','1.3.3','1.3.3.3'
'07982','1','1.3','1.3.3','1.3.3.3'
'07983','1','1.3','1.3.3','1.3.3.3'
'07988','1','1.3','1.3.3','1.3.3.3'
'07989','1','1.3','1.3.3','1.3.3.3'
'0799 ','1','1.3','1.3.3','1.3.3.3'
'07998','1','1.3','1.3.3','1.3.3.3'
'07999','1','1.3','1.3.3','1.3.3.3'
'7908 ','1','1.3','1.3.3','1.3.3.3'
'080  ','1','1.4',' ',' '
'0810 ','1','1.4',' ',' '
'0811 ','1','1.4',' ',' '
'0812 ','1','1.4',' ',' '
'0819 ','1','1.4',' ',' '
'0820 ','1','1.4',' ',' '
'0821 ','1','1.4',' ',' '
'0822 ','1','1.4',' ',' '
'0823 ','1','1.4',' ',' '
'08240','1','1.4',' ',' '
'08241','1','1.4',' ',' '
'08249','1','1.4',' ',' '
'0828 ','1','1.4',' ',' '
'0829 ','1','1.4',' ',' '
'0831 ','1','1.4',' ',' '
'0832 ','1','1.4',' ',' '
'0838 ','1','1.4',' ',' '
'0839 ','1','1.4',' ',' '
'0840 ','1','1.4',' ',' '
'0841 ','1','1.4',' ',' '
'0842 ','1','1.4',' ',' '
'0843 ','1','1.4',' ',' '
'0844 ','1','1.4',' ',' '
'0845 ','1','1.4',' ',' '
'0846 ','1','1.4',' ',' '
'0847 ','1','1.4',' ',' '
'0848 ','1','1.4',' ',' '
'0849 ','1','1.4',' ',' '
'0850 ','1','1.4',' ',' '
'0851 ','1','1.4',' ',' '
'0852 ','1','1.4',' ',' '
'0853 ','1','1.4',' ',' '
'0854 ','1','1.4',' ',' '
'0855 ','1','1.4',' ',' '
'0859 ','1','1.4',' ',' '
'0860 ','1','1.4',' ',' '
'0861 ','1','1.4',' ',' '
'0862 ','1','1.4',' ',' '
'0863 ','1','1.4',' ',' '
'0864 ','1','1.4',' ',' '
'0865 ','1','1.4',' ',' '
'0869 ','1','1.4',' ',' '
'0870 ','1','1.4',' ',' '
'0871 ','1','1.4',' ',' '
'0879 ','1','1.4',' ',' '
'0880 ','1','1.4',' ',' '
'0888 ','1','1.4',' ',' '
'08881','1','1.4',' ',' '
'08882','1','1.4',' ',' '
'08889','1','1.4',' ',' '
'0889 ','1','1.4',' ',' '
'1000 ','1','1.4',' ',' '
'10089','1','1.4',' ',' '
'1009 ','1','1.4',' ',' '
'101  ','1','1.4',' ',' '
'1020 ','1','1.4',' ',' '
'1021 ','1','1.4',' ',' '
'1022 ','1','1.4',' ',' '
'1023 ','1','1.4',' ',' '
'1024 ','1','1.4',' ',' '
'1025 ','1','1.4',' ',' '
'1026 ','1','1.4',' ',' '
'1027 ','1','1.4',' ',' '
'1028 ','1','1.4',' ',' '
'1029 ','1','1.4',' ',' '
'1030 ','1','1.4',' ',' '
'1031 ','1','1.4',' ',' '
'1032 ','1','1.4',' ',' '
'1033 ','1','1.4',' ',' '
'1039 ','1','1.4',' ',' '
'1040 ','1','1.4',' ',' '
'1048 ','1','1.4',' ',' '
'1049 ','1','1.4',' ',' '
'1200 ','1','1.4',' ',' '
'1201 ','1','1.4',' ',' '
'1202 ','1','1.4',' ',' '
'1203 ','1','1.4',' ',' '
'1208 ','1','1.4',' ',' '
'1209 ','1','1.4',' ',' '
'1210 ','1','1.4',' ',' '
'1211 ','1','1.4',' ',' '
'1212 ','1','1.4',' ',' '
'1213 ','1','1.4',' ',' '
'1214 ','1','1.4',' ',' '
'1215 ','1','1.4',' ',' '
'1216 ','1','1.4',' ',' '
'1218 ','1','1.4',' ',' '
'1219 ','1','1.4',' ',' '
'1220 ','1','1.4',' ',' '
'1221 ','1','1.4',' ',' '
'1222 ','1','1.4',' ',' '
'1223 ','1','1.4',' ',' '
'1224 ','1','1.4',' ',' '
'1225 ','1','1.4',' ',' '
'1226 ','1','1.4',' ',' '
'1227 ','1','1.4',' ',' '
'1228 ','1','1.4',' ',' '
'1229 ','1','1.4',' ',' '
'1230 ','1','1.4',' ',' '
'1231 ','1','1.4',' ',' '
'1232 ','1','1.4',' ',' '
'1233 ','1','1.4',' ',' '
'1234 ','1','1.4',' ',' '
'1235 ','1','1.4',' ',' '
'1236 ','1','1.4',' ',' '
'1238 ','1','1.4',' ',' '
'1239 ','1','1.4',' ',' '
'124  ','1','1.4',' ',' '
'1250 ','1','1.4',' ',' '
'1251 ','1','1.4',' ',' '
'1252 ','1','1.4',' ',' '
'1253 ','1','1.4',' ',' '
'1254 ','1','1.4',' ',' '
'1255 ','1','1.4',' ',' '
'1256 ','1','1.4',' ',' '
'1257 ','1','1.4',' ',' '
'1259 ','1','1.4',' ',' '
'1260 ','1','1.4',' ',' '
'1261 ','1','1.4',' ',' '
'1262 ','1','1.4',' ',' '
'1263 ','1','1.4',' ',' '
'1268 ','1','1.4',' ',' '
'1269 ','1','1.4',' ',' '
'1270 ','1','1.4',' ',' '
'1271 ','1','1.4',' ',' '
'1272 ','1','1.4',' ',' '
'1273 ','1','1.4',' ',' '
'1274 ','1','1.4',' ',' '
'1275 ','1','1.4',' ',' '
'1276 ','1','1.4',' ',' '
'1277 ','1','1.4',' ',' '
'1278 ','1','1.4',' ',' '
'1279 ','1','1.4',' ',' '
'1280 ','1','1.4',' ',' '
'1281 ','1','1.4',' ',' '
'1288 ','1','1.4',' ',' '
'1289 ','1','1.4',' ',' '
'129  ','1','1.4',' ',' '
'1305 ','1','1.4',' ',' '
'1307 ','1','1.4',' ',' '
'1308 ','1','1.4',' ',' '
'1309 ','1','1.4',' ',' '
'13100','1','1.4',' ',' '
'13101','1','1.4',' ',' '
'13102','1','1.4',' ',' '
'13103','1','1.4',' ',' '
'13109','1','1.4',' ',' '
'1318 ','1','1.4',' ',' '
'1319 ','1','1.4',' ',' '
'1320 ','1','1.4',' ',' '
'1321 ','1','1.4',' ',' '
'1322 ','1','1.4',' ',' '
'1323 ','1','1.4',' ',' '
'1329 ','1','1.4',' ',' '
'1330 ','1','1.4',' ',' '
'1338 ','1','1.4',' ',' '
'1339 ','1','1.4',' ',' '
'1340 ','1','1.4',' ',' '
'1341 ','1','1.4',' ',' '
'1342 ','1','1.4',' ',' '
'1348 ','1','1.4',' ',' '
'1349 ','1','1.4',' ',' '
'135  ','1','1.4',' ',' '
'1360 ','1','1.4',' ',' '
'1361 ','1','1.4',' ',' '
'1362 ','1','1.4',' ',' '
'13621','1','1.4',' ',' '
'13629','1','1.4',' ',' '
'1364 ','1','1.4',' ',' '
'1365 ','1','1.4',' ',' '
'1368 ','1','1.4',' ',' '
'1369 ','1','1.4',' ',' '
'1398 ','1','1.4',' ',' '
'V120 ','1','1.4',' ',' '
'V1200','1','1.4',' ',' '
'V1203','1','1.4',' ',' '
'V1209','1','1.4',' ',' '
'7955 ','1','1.5',' ',' '
'79551','1','1.5',' ',' '
'79552','1','1.5',' ',' '
'7956 ','1','1.5',' ',' '
'79579','1','1.5',' ',' '
'V010 ','1','1.5',' ',' '
'V011 ','1','1.5',' ',' '
'V012 ','1','1.5',' ',' '
'V013 ','1','1.5',' ',' '
'V014 ','1','1.5',' ',' '
'V015 ','1','1.5',' ',' '
'V016 ','1','1.5',' ',' '
'V017 ','1','1.5',' ',' '
'V0171','1','1.5',' ',' '
'V0179','1','1.5',' ',' '
'V018 ','1','1.5',' ',' '
'V0181','1','1.5',' ',' '
'V0182','1','1.5',' ',' '
'V0183','1','1.5',' ',' '
'V0184','1','1.5',' ',' '
'V0189','1','1.5',' ',' '
'V019 ','1','1.5',' ',' '
'V020 ','1','1.5',' ',' '
'V021 ','1','1.5',' ',' '
'V022 ','1','1.5',' ',' '
'V023 ','1','1.5',' ',' '
'V024 ','1','1.5',' ',' '
'V025 ','1','1.5',' ',' '
'V0251','1','1.5',' ',' '
'V0252','1','1.5',' ',' '
'V0253','1','1.5',' ',' '
'V0254','1','1.5',' ',' '
'V0259','1','1.5',' ',' '
'V026 ','1','1.5',' ',' '
'V0260','1','1.5',' ',' '
'V0261','1','1.5',' ',' '
'V0262','1','1.5',' ',' '
'V0269','1','1.5',' ',' '
'V027 ','1','1.5',' ',' '
'V028 ','1','1.5',' ',' '
'V029 ','1','1.5',' ',' '
'V030 ','1','1.5',' ',' '
'V031 ','1','1.5',' ',' '
'V032 ','1','1.5',' ',' '
'V033 ','1','1.5',' ',' '
'V034 ','1','1.5',' ',' '
'V035 ','1','1.5',' ',' '
'V036 ','1','1.5',' ',' '
'V037 ','1','1.5',' ',' '
'V038 ','1','1.5',' ',' '
'V0381','1','1.5',' ',' '
'V0382','1','1.5',' ',' '
'V0389','1','1.5',' ',' '
'V039 ','1','1.5',' ',' '
'V040 ','1','1.5',' ',' '
'V041 ','1','1.5',' ',' '
'V042 ','1','1.5',' ',' '
'V043 ','1','1.5',' ',' '
'V044 ','1','1.5',' ',' '
'V045 ','1','1.5',' ',' '
'V046 ','1','1.5',' ',' '
'V047 ','1','1.5',' ',' '
'V048 ','1','1.5',' ',' '
'V0481','1','1.5',' ',' '
'V0482','1','1.5',' ',' '
'V0489','1','1.5',' ',' '
'V050 ','1','1.5',' ',' '
'V051 ','1','1.5',' ',' '
'V052 ','1','1.5',' ',' '
'V053 ','1','1.5',' ',' '
'V054 ','1','1.5',' ',' '
'V058 ','1','1.5',' ',' '
'V059 ','1','1.5',' ',' '
'V060 ','1','1.5',' ',' '
'V061 ','1','1.5',' ',' '
'V062 ','1','1.5',' ',' '
'V063 ','1','1.5',' ',' '
'V064 ','1','1.5',' ',' '
'V065 ','1','1.5',' ',' '
'V066 ','1','1.5',' ',' '
'V068 ','1','1.5',' ',' '
'V069 ','1','1.5',' ',' '
'V286 ','1','1.5',' ',' '
'V712 ','1','1.5',' ',' '
'V7182','1','1.5',' ',' '
'V7183','1','1.5',' ',' '
'V730 ','1','1.5',' ',' '
'V731 ','1','1.5',' ',' '
'V732 ','1','1.5',' ',' '
'V733 ','1','1.5',' ',' '
'V734 ','1','1.5',' ',' '
'V735 ','1','1.5',' ',' '
'V736 ','1','1.5',' ',' '
'V738 ','1','1.5',' ',' '
'V7381','1','1.5',' ',' '
'V7388','1','1.5',' ',' '
'V7389','1','1.5',' ',' '
'V739 ','1','1.5',' ',' '
'V7398','1','1.5',' ',' '
'V7399','1','1.5',' ',' '
'V740 ','1','1.5',' ',' '
'V741 ','1','1.5',' ',' '
'V742 ','1','1.5',' ',' '
'V743 ','1','1.5',' ',' '
'V744 ','1','1.5',' ',' '
'V745 ','1','1.5',' ',' '
'V746 ','1','1.5',' ',' '
'V748 ','1','1.5',' ',' '
'V749 ','1','1.5',' ',' '
'V750 ','1','1.5',' ',' '
'V751 ','1','1.5',' ',' '
'V752 ','1','1.5',' ',' '
'V753 ','1','1.5',' ',' '
'V754 ','1','1.5',' ',' '
'V755 ','1','1.5',' ',' '
'V756 ','1','1.5',' ',' '
'V757 ','1','1.5',' ',' '
'V758 ','1','1.5',' ',' '
'V759 ','1','1.5',' ',' '
'1530 ','2','2.1','2.1.1',' '
'1531 ','2','2.1','2.1.1',' '
'1532 ','2','2.1','2.1.1',' '
'1533 ','2','2.1','2.1.1',' '
'1534 ','2','2.1','2.1.1',' '
'1535 ','2','2.1','2.1.1',' '
'1536 ','2','2.1','2.1.1',' '
'1537 ','2','2.1','2.1.1',' '
'1538 ','2','2.1','2.1.1',' '
'1539 ','2','2.1','2.1.1',' '
'1590 ','2','2.1','2.1.1',' '
'20910','2','2.1','2.1.1',' '
'20911','2','2.1','2.1.1',' '
'20912','2','2.1','2.1.1',' '
'20913','2','2.1','2.1.1',' '
'20914','2','2.1','2.1.1',' '
'20915','2','2.1','2.1.1',' '
'20916','2','2.1','2.1.1',' '
'2303 ','2','2.1','2.1.1',' '
'V1005','2','2.1','2.1.1',' '
'1540 ','2','2.1','2.1.2',' '
'1541 ','2','2.1','2.1.2',' '
'1542 ','2','2.1','2.1.2',' '
'1543 ','2','2.1','2.1.2',' '
'1548 ','2','2.1','2.1.2',' '
'20917','2','2.1','2.1.2',' '
'2304 ','2','2.1','2.1.2',' '
'2305 ','2','2.1','2.1.2',' '
'2306 ','2','2.1','2.1.2',' '
'79670','2','2.1','2.1.2',' '
'79671','2','2.1','2.1.2',' '
'79672','2','2.1','2.1.2',' '
'79673','2','2.1','2.1.2',' '
'79674','2','2.1','2.1.2',' '
'79676','2','2.1','2.1.2',' '
'V1006','2','2.1','2.1.2',' '
'1500 ','2','2.2','2.2.1',' '
'1501 ','2','2.2','2.2.1',' '
'1502 ','2','2.2','2.2.1',' '
'1503 ','2','2.2','2.2.1',' '
'1504 ','2','2.2','2.2.1',' '
'1505 ','2','2.2','2.2.1',' '
'1508 ','2','2.2','2.2.1',' '
'1509 ','2','2.2','2.2.1',' '
'2301 ','2','2.2','2.2.1',' '
'V1003','2','2.2','2.2.1',' '
'1510 ','2','2.2','2.2.2',' '
'1511 ','2','2.2','2.2.2',' '
'1512 ','2','2.2','2.2.2',' '
'1513 ','2','2.2','2.2.2',' '
'1514 ','2','2.2','2.2.2',' '
'1515 ','2','2.2','2.2.2',' '
'1516 ','2','2.2','2.2.2',' '
'1518 ','2','2.2','2.2.2',' '
'1519 ','2','2.2','2.2.2',' '
'20923','2','2.2','2.2.2',' '
'2302 ','2','2.2','2.2.2',' '
'V1004','2','2.2','2.2.2',' '
'1550 ','2','2.2','2.2.3',' '
'1551 ','2','2.2','2.2.3',' '
'1552 ','2','2.2','2.2.3',' '
'2308 ','2','2.2','2.2.3',' '
'V1007','2','2.2','2.2.3',' '
'1570 ','2','2.2','2.2.4',' '
'1571 ','2','2.2','2.2.4',' '
'1572 ','2','2.2','2.2.4',' '
'1573 ','2','2.2','2.2.4',' '
'1574 ','2','2.2','2.2.4',' '
'1578 ','2','2.2','2.2.4',' '
'1579 ','2','2.2','2.2.4',' '
'1520 ','2','2.2','2.2.5',' '
'1521 ','2','2.2','2.2.5',' '
'1522 ','2','2.2','2.2.5',' '
'1523 ','2','2.2','2.2.5',' '
'1528 ','2','2.2','2.2.5',' '
'1529 ','2','2.2','2.2.5',' '
'1560 ','2','2.2','2.2.5',' '
'1561 ','2','2.2','2.2.5',' '
'1562 ','2','2.2','2.2.5',' '
'1568 ','2','2.2','2.2.5',' '
'1569 ','2','2.2','2.2.5',' '
'1580 ','2','2.2','2.2.5',' '
'1588 ','2','2.2','2.2.5',' '
'1589 ','2','2.2','2.2.5',' '
'1591 ','2','2.2','2.2.5',' '
'1598 ','2','2.2','2.2.5',' '
'1599 ','2','2.2','2.2.5',' '
'20900','2','2.2','2.2.5',' '
'20901','2','2.2','2.2.5',' '
'20902','2','2.2','2.2.5',' '
'20903','2','2.2','2.2.5',' '
'2307 ','2','2.2','2.2.5',' '
'2309 ','2','2.2','2.2.5',' '
'V1000','2','2.2','2.2.5',' '
'V1009','2','2.2','2.2.5',' '
'1622 ','2','2.3',' ',' '
'1623 ','2','2.3',' ',' '
'1624 ','2','2.3',' ',' '
'1625 ','2','2.3',' ',' '
'1628 ','2','2.3',' ',' '
'1629 ','2','2.3',' ',' '
'20921','2','2.3',' ',' '
'2312 ','2','2.3',' ',' '
'V1011','2','2.3',' ',' '
'1720 ','2','2.4','2.4.1',' '
'1721 ','2','2.4','2.4.1',' '
'1722 ','2','2.4','2.4.1',' '
'1723 ','2','2.4','2.4.1',' '
'1724 ','2','2.4','2.4.1',' '
'1725 ','2','2.4','2.4.1',' '
'1726 ','2','2.4','2.4.1',' '
'1727 ','2','2.4','2.4.1',' '
'1728 ','2','2.4','2.4.1',' '
'1729 ','2','2.4','2.4.1',' '
'V1082','2','2.4','2.4.1',' '
'1730 ','2','2.4','2.4.2',' '
'17300','2','2.4','2.4.2',' '
'17301','2','2.4','2.4.2',' '
'17302','2','2.4','2.4.2',' '
'17309','2','2.4','2.4.2',' '
'1731 ','2','2.4','2.4.2',' '
'17310','2','2.4','2.4.2',' '
'17311','2','2.4','2.4.2',' '
'17312','2','2.4','2.4.2',' '
'17319','2','2.4','2.4.2',' '
'1732 ','2','2.4','2.4.2',' '
'17320','2','2.4','2.4.2',' '
'17321','2','2.4','2.4.2',' '
'17322','2','2.4','2.4.2',' '
'17329','2','2.4','2.4.2',' '
'1733 ','2','2.4','2.4.2',' '
'17330','2','2.4','2.4.2',' '
'17331','2','2.4','2.4.2',' '
'17332','2','2.4','2.4.2',' '
'17339','2','2.4','2.4.2',' '
'1734 ','2','2.4','2.4.2',' '
'17340','2','2.4','2.4.2',' '
'17341','2','2.4','2.4.2',' '
'17342','2','2.4','2.4.2',' '
'17349','2','2.4','2.4.2',' '
'1735 ','2','2.4','2.4.2',' '
'17350','2','2.4','2.4.2',' '
'17351','2','2.4','2.4.2',' '
'17352','2','2.4','2.4.2',' '
'17359','2','2.4','2.4.2',' '
'1736 ','2','2.4','2.4.2',' '
'17360','2','2.4','2.4.2',' '
'17361','2','2.4','2.4.2',' '
'17362','2','2.4','2.4.2',' '
'17369','2','2.4','2.4.2',' '
'1737 ','2','2.4','2.4.2',' '
'17370','2','2.4','2.4.2',' '
'17371','2','2.4','2.4.2',' '
'17372','2','2.4','2.4.2',' '
'17379','2','2.4','2.4.2',' '
'1738 ','2','2.4','2.4.2',' '
'17380','2','2.4','2.4.2',' '
'17381','2','2.4','2.4.2',' '
'17382','2','2.4','2.4.2',' '
'17389','2','2.4','2.4.2',' '
'1739 ','2','2.4','2.4.2',' '
'17390','2','2.4','2.4.2',' '
'17391','2','2.4','2.4.2',' '
'17392','2','2.4','2.4.2',' '
'17399','2','2.4','2.4.2',' '
'20931','2','2.4','2.4.2',' '
